species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
,,53.02,18.89,195.22,3586.73,
,,55.45,17.97,172.84,4131.08,
,,44.92,13.58,199.14,2711.07,
,,40.04,13.94,215.72,3876.5,
,,46.11,20.05,198.01,5595.4,
,,32.15,14.98,182.91,4470.29,
,,42.44,17.38,184.02,5018.73,
,,56.08,14.68,203.34,4332.12,
,,54.08,17.4,209.69,4433.76,
,,57.18,18.94,207.69,5912.16,
,,43.38,15.56,207.47,4826.28,
,,49.91,20.76,218.74,5505.61,
,,55.72,15.55,217.29,3161.28,
,,52.23,15.26,179.76,5917.48,
,,32.67,13.93,188.48,3974.82,
,,51.24,21.34,206.82,4996.49,
,,41.61,16.05,178,6196.31,
,,42.51,19.71,215.98,3257.01,
,,54.27,17.75,214.45,5506.58,
,,50.71,19.1,179.48,4154.1,
,,33.5,20.94,224.67,4602.54,
,,32.45,18.46,179.16,2771.69,
,,35.68,15.74,220.77,4270.12,
,,43,17.56,188.35,5285.91,
,,42.46,17.77,199.65,5542.97,
,,50.1,15.91,223.32,4481.61,
,,39.05,18.28,207.9,5044.4,
,,45.17,15.55,214.72,2783.43,
,,57.72,19.4,181.66,2907.4,
,,44.08,21.3,192.82,6280.26,
,,46.23,19.24,192.04,5765.27,
,,52.72,14.07,188.34,2976.59,
,,53.29,16.71,222.56,2990.2,
,,35.36,15.97,189.04,5657.48,
,,55.99,13.95,227.97,4111.71,
,,55.54,20.46,197.77,3242.65,
,,33.34,19.27,203.58,5662.92,
,,35.99,17.99,213.67,3333.9,
,,57.92,13.98,190.88,2981.59,
,,58.78,20.28,174.64,3313.14,
,,47.3,17.45,205.64,2891.47,
,,45.07,14.16,196.72,4350.88,
,,53.96,20.88,211.19,5692.82,
,,52.47,16.75,223.6,4721.76,
,,41.74,16.97,187.4,5353.07,
,,37.8,14.31,189.26,3179.56,
,,37.74,18.89,190.66,3911.66,
,,54.37,15.95,179.73,4783.76,
,,40.17,14.72,209.09,3267.08,
,,47.93,19.22,223.3,3476.28,
,,37.6,17.66,208.46,5414.26,
,,32.27,15.24,196.47,5835.16,
,,38.45,20.31,190.45,4048.31,
,,47.04,17.19,194.37,4280.18,
,,55.48,13.73,190.84,4388.13,
,,43.58,17.48,175.53,5870.17,
,,52.85,15.79,229.02,4971.74,
,,52.84,16.16,222.11,2840.64,
,,32.82,20.07,230.11,3279.64,
,,41.69,14.99,194.85,3543.99,
,,57.19,21.35,204.39,4478.14,
,,55.28,18.68,218.47,3096.31,
,,49.72,21.03,180.69,4896.16,
,,53.95,21.42,174.3,4620.66,
,,35.28,14.4,216.91,4859.81,
,,33.76,21.32,207.19,5478.81,
,,56.4,17.94,187.42,5535.96,
,,41.75,19.77,190.5,3782.68,
,,35.32,18.07,222.12,4289.17,
,,50.58,14.24,192.61,3926.95,
,,40.73,20.5,228.25,3987.81,
,,54.53,18.02,230,5731.4,
,,39.77,18.62,192.15,6181.82,
,,34.7,18.91,203.18,3754.67,
,,48.15,20.5,174.52,4044.93,
,,56.43,21.27,219,6249.33,
,,44.93,14.46,206.12,6108.87,
,,57.46,14.07,183.19,5363.36,
,,40.85,21.02,180.53,5414.94,
,,33.09,14.28,203.64,3429.21,
,,45.87,20.17,172.8,5243.59,
,,47.79,20.38,195.64,5346.8,
,,36.19,15.14,199.21,4932.75,
,,41.12,19.19,219.02,3593.08,
,,33.37,19.5,227.91,3949.4,
,,55.58,14.57,180.71,5557.4,
,,40.18,13.23,196.69,5268.6,
,,38.67,21.14,211.74,5401.2,
,,38.16,15.71,230.53,3123.49,
,,52.64,14.58,218.92,4879.42,
,,41.09,19.84,187.88,3213.56,
,,43.43,13.55,203.27,5818.39,
,,39.75,17.16,193.31,4460.92,
,,52.69,16.14,201.97,2704.11,
,,32.18,18.93,213.32,4186.68,
,,54.53,15.33,209.16,4056.39,
,,51.54,15.17,218.6,6053.15,
,,43.07,17.28,175.39,4103.19,
,,58.38,13.12,200.11,2942.91,
,,38.17,21.14,180.29,4827.57,
,,49.43,16.03,202.76,6044.69,
,,36.14,13.36,217.21,4542.14,
,,56.27,15.59,199.66,4298.14,
,,47.34,13.38,182.7,6201.55,
,,46.02,17.06,196.88,5865.5,
,,40.2,14.81,185.98,5511.25,
,,59.53,17.01,229.77,2935.15,
,,50.15,16.25,219.21,4751.75,
,,33.45,15.53,214.79,4117.53,
,,34.04,17.16,192.01,3701.63,
,,46.83,16.93,182.39,5099.95,
,,35.15,18.91,181.35,3932.02,
,,37.45,15,212.89,4529.78,
,,44.03,15.74,219.62,3155.3,
,,38.65,21.23,186.79,4850.19,
,,42.4,13.62,225.06,4590.26,
,,45.19,21.39,210.11,2964.24,
,,40.94,19.47,211.11,3610.59,
,,47.15,15.51,202.24,6227.53,
,,37.74,21.37,188.24,5690.15,
,,36.7,19.43,224.08,3830.54,
,,34.43,18.7,204.58,5382.43,
,,58.3,15.16,207.72,5635.91,
,,38.11,18.69,176.43,5013.44,
,,58.44,17.97,205.59,4039.39,
,,43.81,18.14,201.1,5146.28,
,,37.16,16.62,222.84,4412.07,
,,55.74,18.26,210.19,4720.44,
,,46.29,14.16,175.4,4816.56,
,,43.39,13.39,195.36,4283.48,
,,57.4,20.92,225.22,5178.01,
,,57.01,13.34,229.52,2880.55,
,,32.59,20.07,203.32,3104.21,
,,50.23,19.59,227.86,2875.94,
,,58.68,13.84,195.47,4241.63,
,,52.25,13.15,184.33,4174.99,
,,53.54,18.95,184.45,3116.52,
,,59.08,13.54,176.77,4173.25,
,,54.68,21.19,216.64,5245.82,
,,49.03,15.33,227,2904.47,
,,32.13,15.67,177.32,5413.9,
,,45.97,18.7,180.66,5411.41,
,,37.39,15.99,199.01,4452.15,
,,58.01,15.44,172.17,3765.18,
,,44.38,19.32,227.94,5989.74,
,,55.34,19.7,185.23,4248,
,,33.36,13.98,224.02,5467.89,
,,51.45,21.23,225,4279.11,
,,47.7,19.89,217.44,2862.14,
,,49.6,17.62,211.93,5133.23,
,,48.72,13.44,203.37,2747.15,
,,59.26,18.38,196.78,5784.54,
,,48.25,18.18,207.95,5567.43,
,,54.03,17.64,213.42,3434.55,
,,36.41,20.8,211.77,6223.95,
,,49.72,17.7,185.65,4888.99,
,,38.66,18.58,219.07,5566.58,
,,52.06,14.54,188.74,4513.77,
,,36.62,18.93,200.62,5410.43,
,,37.29,18.83,207.35,4525.03,
,,37.84,20.19,212.9,5538.68,
,,38,20.61,221.1,4676.41,
,,49.3,15.87,183.02,5418.23,
,,53.79,13.51,223.42,4377.94,
,,50.82,16.77,178.52,5411.45,
,,33.55,13.55,212.24,3851.24,
,,38,16.5,216.26,4078.19,
,,39.53,15.61,213.52,5785.84,
,,47.58,17.22,209.94,5337.98,
,,34.93,16.91,174.64,2922.1,
,,55.96,16.83,204.62,6110.01,
,,52.99,21.24,202.39,4454.86,
,,48.53,15.23,197.48,4886.42,
,,46.37,18.75,196.55,3945.31,
,,39.73,20.29,201.9,2849.49,
,,46.45,14.6,190.47,3708.6,
,,41.64,13.74,214.34,5095.78,
,,37.87,16.86,186.38,5962.7,
,,33.25,18.52,177.67,6247.8,
,,46.85,19.72,185.05,5087.76,
,,48.26,16.16,186.62,4940.99,
,,57.42,14.83,214.77,5725.31,
,,57.81,21.48,201.02,5480.76,
,,37.79,16,173.51,5843.82,
,,54.98,18.07,211.78,5677.56,
,,44.55,20.59,174.96,5007.76,
,,57.27,15.63,197.29,4765.24,
,,58.7,17.52,224.24,5991.68,
,,42.44,18.43,223.03,5256.18,
,,45.6,19.66,182.58,5436.6,
,,36.36,21.11,195.26,3313.58,
,,48.83,18.15,215.96,6164.06,
,,37.34,17.15,204.04,5656.47,
,,38.8,20.7,202.16,3634.74,
,,45.49,18.71,176.02,6154.51,
,,41.06,16.38,228.33,4302.92,
,,35.68,14.43,228.77,5930.88,
,,41.09,13.58,205.98,2924.76,
,,36.23,16.71,220.04,5528.14,
,,38.05,15.79,208.68,3750.18,
,,48.56,19.14,182.3,6073.72,
,,33.25,20.56,207.55,6247.21,
,,35.75,18.57,209.32,2930.52,
,,42.33,20.75,225.47,5699.42,
,,58.28,14.86,221.28,4277.05,
,,48.43,14.07,219.52,5648.72,
,,37.27,17.7,192.06,3480.49,
,,49.78,19.88,193.73,3716.44,
,,37.93,18.88,180.58,3616.4,
,,32.81,14.04,182.33,4202.93,
,,38.12,14.49,188.04,3303.39,
,,57.17,18.48,225.31,2963.2,
,,38.98,15.28,196.58,3881.48,
,,51.72,18.16,216.54,5893.14,
,,39.04,18.81,197.02,3896.55,
,,48.18,19.02,188.69,4492.64,
,,50.91,16.54,224.13,2981.35,
,,39.36,15.4,210.2,3190.35,
,,44.18,20.94,204.14,2811.3,
,,57.44,14.75,216.46,4756.79,
,,46.71,15.92,229.78,3397.43,
,,58.24,18.96,220.28,5135.03,
,,56.25,20.42,218.29,4354.16,
,,57.52,19.32,176.95,4837.94,
,,49.26,17.67,216.37,3872,
,,52.37,14.33,222.27,6152.87,
,,42.94,15.14,203.16,4451.37,
,,54.92,19.56,228.57,3719.09,
,,58.45,20.14,225.36,4767.08,
,,44.9,13.86,199.04,4668.34,
,,54.58,15.78,179.69,2921.24,
,,45.65,15.57,223.41,2992.23,
,,56.05,15.04,172.85,4451.02,
,,56.32,13.14,196.84,5920.85,
,,57.73,18.61,177.75,6284.98,
,,57.92,16.7,192.76,3379.15,
,,51.42,16.42,207.89,5837.35,
,,33.77,15.91,199.8,3813.56,
,,57.59,21.12,176.7,3154.64,
,,54.44,14.29,214.79,5710.59,
,,44.55,16.97,201.29,5203.64,
,,36.53,13.92,183.64,4933.79,
,,56.4,17.55,230.32,4837.94,
,,50.37,18.31,177.83,3298.8,
,,48.53,15.04,213.76,3725.43,
,,43.72,21.02,184.43,4844.73,
,,51.04,20.68,176.93,5253.02,
,,45.87,13.72,177.77,4404.35,
,,58.67,14.19,183.29,6170.69,
,,46.67,17.16,201.55,4719.11,
,,32.41,19.98,226.13,5519.75,
,,32.43,13.68,186.53,5651.99,
,,41.53,21.08,184.32,5138.26,
,,32.44,13.67,186.28,5061.2,
,,38.2,18.83,224.28,4695.69,
,,59.32,20.87,202.67,3492.45,
,,49.14,14.17,182.46,4018.08,
,,34.84,16.74,191.6,3864.2,
,,57.39,13.96,199.67,5048.39,
,,39.27,19.63,228.04,5757.94,
,,39.83,15.52,184.29,4918.88,
,,51.92,18.84,206.7,6297.8,
,,43.11,17.48,180.11,4785,
,,51.82,20.45,179.34,5723.44,
,,40.05,18.85,226.76,4378.72,
,,51.44,19.57,196.77,6286.88,
,,46.02,21.07,219.44,5140.75,
,,55.09,14.3,199.69,5678.75,
,,58.95,16.96,215.15,5058.56,
,,57.21,14.87,195.34,3525,
,,56.91,16.07,227.21,3426.47,
,,42.49,15.96,188.57,4055.55,
,,55.24,21.04,179.2,4621.94,
,,49.79,13.43,221.84,2976.7,
,,39.44,13.74,200.71,3905.21,
,,56.28,18.07,204.03,2973.96,
,,32.44,21.23,218.75,4938.1,
,,48.14,14.34,213.47,4094.13,
,,48.9,14.54,185.42,2833.84,
,,35.06,20.54,194.26,3595.37,
,,49.94,16.36,188.24,4796.29,
,,43.85,15.71,183.14,6091.62,
,,42.76,20.82,214.27,3623.91,
,,50.16,16.12,207.31,5978.22,
,,46.34,14.41,196.4,4508.03,
,,58.25,14.17,198.65,6272.67,
,,35.06,19.1,187.2,5296.47,
,,34.69,21.49,226.09,2870.42,
,,34.09,13.26,186.96,4419.71,
,,32.95,19.62,186.65,6244.99,
,,33.96,13.79,198.32,5279.82,
,,52.03,18.29,221.87,6232.53,
,,49,18.82,192.19,4719.5,
,,35.34,17,223.26,5176.74,
,,56.45,19.98,175.92,3168.14,
,,38.64,21.22,222.97,3620.45,
,,57.23,20.38,214.58,3590.49,
,,47.69,13.48,203.83,5688.1,
,,45.43,15.27,210.64,3585.99,
,,38.88,15.45,173.16,3642.83,
,,39.44,17.28,210.62,5823.72,
,,51.05,18.81,182.97,2745.19,
,,37.97,20.31,172.45,4371.62,
,,53.75,18.64,188.52,4304.89,
,,57.39,17.29,225.71,5803.28,
,,55.62,13.54,173.66,3596.07,
,,39.01,16.91,177.07,3300.09,
,,46.02,13.74,179.95,4721.95,
,,49.75,17.38,224.52,4904.85,
,,55.83,17.12,207.51,4888.86,
,,38.74,16.6,180.47,4627.7,
,,34.71,15.82,202.79,6030.13,
,,39.41,15.21,204.72,4802.73,
,,36.32,16.9,224.83,5484.74,
,,50.22,18.02,185.61,4233.33,
,,42.1,17.96,198.3,5773.23,
,,39.39,20.99,228.44,2762.55,
,,44.68,15.75,214.93,6076.53,
,,48.42,21.09,183.25,3229.37,
,,50.19,16.21,187.37,3287.91,
,,51.52,19.09,207.4,2836.23,
,,56,18.27,225.97,5154.39,
,,34.58,16.56,188.23,3782.96,
,,32.65,17.47,216.89,3625.7,
,,37.85,16.15,203.29,5654.46,
,,32.12,20.29,194,3366.75,
,,51.29,19.7,195.52,6203.07,
,,37.65,13.96,216.66,3103.73,
,,45.39,19.32,195.21,3529.27,
,,52.93,18.52,204.81,5036.27,
,,59.27,21.23,213.92,5128.46,
,,44.27,18.82,188.55,3172.86,
,,40.1,18.4,223.56,5791.97,
,,32.71,14.17,194.03,3768.88,
,,55.94,18.69,200.91,3634.91,
,,53.68,20.58,199.61,3741.8,
,,56.26,20.27,210.26,6241.25,
,,58.25,15.03,180.4,4773.9,
,,51.68,16.35,224.15,3930.59,
,,55.68,18.14,182.4,3373.91,
,,53.65,17.07,207.96,4820.63,
,,47.14,18.67,206.91,6104.73,
,,36.09,19.93,172.74,3912.83,
,,53.8,13.9,196.4,3095.28,
,,52.55,14.84,226.96,4309.78,
,,58.46,21.34,223.62,3963.79,
,,58.01,19.32,225.83,5370.97,
,,51.69,21.29,188.07,2837.07,
,,49.81,15.61,203.1,6273.01,
,,43.05,15.82,194.18,4706.47,
,,48.17,14.38,202.8,3919.77,
,,35.53,19.62,174.24,3862.63,
,,41.29,17.39,227.65,4559.51,
,,42.46,15.01,225.14,4265.88,
,,32.13,21.47,202.01,5718.44,
,,57.32,21.04,196.17,3246.27,
,,32.23,14.61,207.53,4673.77,
,,39.4,19.02,220.91,3368.14,
,,38.29,19.74,180.62,6088.2,
,,53.97,13.48,196.39,5357.18,
,,54.02,20.59,193.76,4181.88,
,,44.99,18,181.13,5177.11,
,,47.02,21.38,219.46,6257.92,
,,46.06,16.19,210.72,5466.8,
,,53.68,14.68,194.69,4819.49,
,,45.58,19.09,205.02,5390.78,
,,56.18,17.06,193.03,5609.14,
,,34.94,20.99,184.15,6066.65,
,,39.97,13.57,227.34,5922.97,
,,40.47,21.13,229.13,4865.48,
,,47.64,21.17,227.15,6135.02,
,,58,20.93,177.78,4811.19,
,,33.62,20.87,201.89,5955.63,
,,54.23,16.63,210.73,6042.1,
,,43.2,15.72,208.35,4362.86,
,,43.36,16.2,216.69,4808.34,
,,35.04,13.48,229.42,4435.97,
,,58.61,15.5,195.27,5083.47,
,,45.49,19.79,203.29,4335.42,
,,34.38,20.67,209.57,5796.05,
,,50.4,18.11,199.02,4622.9,
,,49.97,13.27,181.46,2739.54,
,,34.41,13.19,186.81,6120.74,
,,44.72,16.9,181.48,4735.88,
,,47.48,15.21,202.32,4386.74,
,,59.34,21.34,211.4,3085.21,
,,56.4,13.55,192.04,3088.55,
,,37.47,14.33,202.94,2740.84,
,,46.53,15,212.37,5389.21,
,,36.87,16.35,216.86,3265.05,
,,40.86,15.72,211.69,5756.03,
,,46.31,15.28,228.03,3697.77,
,,35.61,19.83,192.88,5007,
,,32.59,13.6,189.97,2784.16,
,,43.32,20.21,201.79,3410.56,
,,54.54,18.23,180.59,5234.77,
,,50.79,20.47,225.53,4647.43,
,,58.61,14.39,195.34,5738.02,
,,46.3,18.54,223.99,3125.17,
,,55.01,15.24,220.19,4312.13,
,,33.31,20.63,195.33,5352.14,
,,54.24,19.5,225.41,4009.6,
,,54.73,20.58,189.23,3685.35,
,,57.96,17.85,173.53,4478.69,
,,47.84,13.35,204.58,5546.82,
,,37.94,14.41,204.1,4976.92,
,,54.42,17.25,216.48,5892.46,
,,37.31,13.26,197.66,5852.34,
,,34.81,16.33,207.83,5243.56,
,,55.25,21.19,181.43,3066.76,
,,51.34,17.45,179.31,5488.53,
,,33.28,20.57,224.22,5713.13,
,,46.43,21.21,175.64,4601.46,
,,45.35,20.17,201.2,6221.86,
,,56.39,14.44,187.48,4516.32,
,,51.25,18.89,216.87,4143.23,
,,44.36,19.29,219.98,4678.36,
,,50.7,16.67,180.13,5737.87,
,,35.05,13.8,223.45,4386.96,
,,51.56,14.19,217.01,4992.77,
,,34.08,16.98,220.83,2968.49,
,,32.49,18.13,175.85,5962.48,
,,42.26,14.91,179.12,3745.64,
,,48.39,15.87,214.14,3959.89,
,,50.99,19.06,179.1,4862.38,
,,46.04,16.76,179.47,5286.54,
,,50.31,14.15,224.46,3608.08,
,,44.61,14.07,175.15,6172.1,
,,55.59,15.37,185.52,3650.37,
,,56.04,14.72,180.08,4381.65,
,,49.77,21.45,222.03,5769.43,
,,41.88,17,204.86,6010.4,
,,47.02,20.33,185.39,4640.96,
,,47.66,16.27,183.51,4773.14,
,,45.31,18.85,206.04,3163.75,
,,48.88,20.71,228.33,5292.66,
,,39.02,21.19,199.05,4740.55,
,,48.84,18.42,183.36,5054.85,
,,42.92,14.48,206.31,4972.43,
,,53.92,20.03,180.28,5616.05,
,,50.6,14.06,175.78,4521.99,
,,38.06,13.18,210.89,6265.14,
,,42.25,16.65,209.72,5398.01,
,,58.01,14.17,213.16,4013.02,
,,51.89,19.8,193.31,4412.81,
,,37.32,14.11,192.02,3608.33,
,,34.87,20.01,230.74,4681.4,
,,45.85,18.83,208.13,3614.33,
,,35.28,16.9,213.61,4524.5,
,,51.36,13.35,209.95,3720.31,
,,41.12,18.04,192.66,4853.21,
,,39.79,21.19,195.45,4914.92,
,,57.7,20.69,200.68,3033.09,
,,53.17,16.5,214.9,4298.24,
,,41.81,19.74,182.93,4323.83,
,,54.13,17.03,176.21,5966.92,
,,35.63,14.62,193.33,6143.76,
,,42.27,15.72,183.67,4742.02,
,,54.3,18.28,213.97,4504.33,
,,46.45,20.47,199.75,3778.27,
,,38.51,15.07,217.81,3359.31,
,,35.26,14.48,197.25,6287.94,
,,41.63,14.43,212.07,5639.82,
,,40.37,21.37,225.21,3689.03,
,,38.44,15.56,217.73,3070.41,
,,54.88,18.06,197.45,5065.36,
,,56.83,19.58,194.45,3503.01,
,,59.02,15.38,184.79,4984.24,
,,34.68,19.03,186.13,4263.64,
,,35.8,16.22,227.36,4473.16,
,,51.93,21.2,178.89,2782.28,
,,46.08,17.47,182.9,3799.38,
,,55.35,13.47,180.07,3392.45,
,,42.16,20.07,189.13,5157.97,
,,42.33,14.88,183.28,6118.68,
,,33.25,16.03,203.26,6200.06,
,,41.62,21.38,192.41,5063.16,
,,46.05,18.31,186.91,5153.15,
,,43.06,16.65,204.48,2790.95,
,,56.52,14.14,215.22,3750.04,
,,47.06,20.74,198.39,4123.52,
,,59.39,20.3,208.36,2734.89,
,,40.12,13.8,214.58,4799.51,
,,52.81,14.59,199.67,3548.24,
,,45.18,17.25,213.83,5648.94,
,,49.57,18.61,194.26,3667.51,
,,40.08,13.26,220.1,3904.01,
,,37.45,17.63,193.74,2752.94,
,,56.14,19.64,227.39,6286.82,
,,32.48,15.57,184.34,4138.94,
,,49.1,20.92,224.59,5680.54,
,,36.23,17.86,225.36,2859.08,
,,50.6,13.47,227.33,3181.29,
,,59.52,20.48,225.74,3309.85,
,,45.53,18.97,224.62,3549.79,
,,36.55,16.89,214.11,5677.97,
,,56.71,16.31,201.27,3613.74,
,,39.13,21.2,182.11,6015.77,
,,38.23,16.59,207.62,5680.2,
,,52.08,19.46,199.68,4985.18,
,,32.61,20.51,191.85,5276.84,
,,39.29,15.05,180.77,3334.89,
,,36.79,16.89,200.75,4213,
,,35.61,14.81,191.93,5082.91,
,,49.21,21.39,218.93,5976.08,
,,36.39,17.21,216.95,5854.42,
,,52.88,17.46,220.57,5390.53,
,,39.83,21.2,221.85,3973.07,
,,36.89,18.64,172.36,4019.08,
,,40.39,19.64,188.95,2927.55,
,,55,18.48,224.73,4191.72,
,,51.24,18.54,206.64,4881.56,
,,47.04,20.66,205.91,5745.29,
,,49.84,20.81,180.4,5863.34,
,,41.41,19.54,213.31,3469.89,
,,33.04,14.12,230.19,4919.77,
,,44.55,18.61,183.49,2850.45,
,,35.92,14.18,195.12,2765.57,
,,51.26,20.67,229.8,3910.89,
,,33.1,19.6,193.61,4070.69,
,,48.64,17.62,192.94,3754.9,
,,50.97,18.24,181.07,5911.36,
,,39.34,19.82,180.49,5054.63,
,,39.8,14.6,229.65,4478.44,
,,57.64,19.35,176.93,6151.42,
,,48.84,20.04,174.01,5633.32,
,,32.99,16.91,180.61,4238.41,
,,37.9,14.36,188.74,3568.53,
,,36.2,18.87,208.35,4147.9,
,,56.41,14.07,224.86,3206.39,
,,51.72,21.22,226.72,4531.08,
,,39.15,21.14,221.85,4206.67,
,,42.98,20.35,198.25,5292.33,
,,51.7,15.42,188.61,5732.84,
,,34.75,21.29,178.14,5188.65,
,,43.98,14.91,215.35,2969.12,
,,56,18.56,214.68,4226.44,
,,39.33,15.21,179.95,4617.2,
,,35.31,15.38,216.12,6232.9,
,,52.62,15.83,215.03,3417.27,
,,55.79,19.9,180.63,6159.15,
,,44.98,15.4,192.18,4086.53,
,,32.23,18.01,189.76,3669.75,
,,43.29,17.02,197.57,4753.18,
,,51.23,15.61,223.26,3710.94,
,,49.49,18.07,208.82,4647.38,
,,46.24,13.3,216.71,2919.27,
,,42.74,21.37,217.11,3218.73,
,,41.89,15.56,172.76,5337.74,
,,40.58,16.75,214.25,4019.8,
,,46.11,13.55,225.76,2826.84,
,,51.95,18.16,181.05,3098.51,
,,40.48,14.16,217.89,4286.74,
,,32.75,16.73,203.78,3424.18,
,,58,17.76,199.78,5046.82,
,,49.67,14.9,204.12,5835.85,
,,49.23,19.06,208.49,5149.23,
,,49.18,17.06,190.63,5730.94,
,,35.11,21.11,211.47,4890.36,
,,58.26,15.27,224.82,2976.05,
,,55.66,14.27,226.54,5778.75,
,,34.52,13.56,210.92,3009.09,
,,51.12,16.33,181.65,5505.67,
,,54.62,17.18,191.72,2725.65,
,,54.28,15.95,207.63,3858.9,
,,52.86,18.27,180.01,3163.93,
,,52.8,19.82,210.88,4347.09,
,,40.68,18.3,185.81,5408.27,
,,46.31,16.4,199.12,3215.47,
,,45.9,19.27,204.68,3137.19,
,,48.09,15.19,184.8,3792.62,
,,53.56,15.05,173.28,4710.6,
,,55.32,15.79,217.08,6095.6,
,,32.2,16.21,190.06,3613.45,
,,38.49,18.29,180.5,3112.84,
,,35.49,18.03,219.55,4951.59,
,,44.24,18.95,220.74,5513.15,
,,54.06,17.87,182.17,3334.42,
,,49.27,17.36,213,3313.3,
,,51.46,14.21,218.16,3868.29,
,,37.16,18.77,194.3,4928.25,
,,59.07,21.34,179.53,4810.08,
,,52.62,19.16,172.07,5505.47,
,,32.7,15.01,223.87,4848.59,
,,50,20.23,230.59,5357.99,
,,57.38,19.48,201.46,3545.56,
,,36.88,14.41,200.1,3090.34,
,,36.95,20.47,199.81,5276.3,
,,37.78,13.84,191.36,2943.19,
,,53.32,16.89,223.12,3499.02,
,,42.83,18.71,198.76,2735.17,
,,42.16,20.57,181.37,3947.48,
,,42.7,16.53,211.7,3886.6,
,,55.9,16.97,184.89,5300.3,
,,36.09,14.25,183.08,3971.21,
,,49.27,16.62,215.03,4653.95,
,,38.08,18.73,229.5,5018.01,
,,39.48,19.16,226.88,3603.26,
,,34.01,14.36,200.83,3002.05,
,,39.26,20.04,199.53,6143.63,
,,34.43,18.88,191.01,6216.15,
,,33,18.11,192.62,4668.16,
,,50.55,14.69,205.08,3529.96,
,,35.21,18.31,178.75,4722.11,
,,46.24,14.55,203.78,4233.33,
,,49.59,20.36,197.14,3251.59,
,,58.57,14.13,177.16,3738.08,
,,44.2,21.32,197.55,5975.75,
,,50.58,17.4,225.13,3813.02,
,,51.94,19.65,175.79,6004.95,
,,49.15,14.09,228.01,4672.5,
,,57.35,15.23,182.02,5741.16,
,,32.71,19.41,203.03,3438.06,
,,52.93,19.48,192.22,5546.24,
,,52.46,14.2,200.15,3870.39,
,,39.67,20.2,193.28,5991.67,
,,42.63,16.02,208.55,6066.72,
,,52.13,17.82,224.7,4933.36,
,,36.79,16.44,215.61,4842.6,
,,40.76,15.88,215.2,2737.22,
,,40.88,13.72,209.3,2817.69,
,,41.32,19.61,185.9,5801.14,
,,41.75,13.16,228.69,3951.5,
,,56.58,14.82,201.06,5443.89,
,,41.46,19.2,219.61,4473.58,
,,32.3,21.43,190.34,4469.49,
,,42.71,21.04,212.01,2777.6,
,,58.12,20.92,213.08,6274.52,
,,36.17,17.71,179.18,5448.07,
,,50.84,18.02,217.88,6260.86,
,,37.16,15.42,228.67,4554.03,
,,50.71,15.32,217.97,5755.54,
,,37.7,19.34,193.04,3978.05,
,,33,20.06,222.76,3766.34,
,,57.69,14.27,178.45,3744.03,
,,37.81,14.81,220.61,5142.36,
,,52.77,21.29,214.78,5138.34,
,,44.35,13.23,227.22,4844.5,
,,44.3,14.62,172.62,3797.06,
,,53.71,20.92,210.56,3142.74,
,,32.47,17.79,207.02,3831.93,
,,35.93,16.47,230.66,4595.65,
,,42.08,15.44,228.6,5124.89,
,,49.69,13.63,190.63,4028.94,
,,44.64,17.71,184.31,4089.98,
,,58.93,20.34,176.04,4042.7,
,,39.26,18.29,196.03,3446.5,
,,52.12,15.96,202.46,3065.68,
,,55.66,18.35,175.49,3600.09,
,,42.57,16.94,190.98,4601.59,
,,55.67,15.46,193.26,3525.39,
,,33.03,15.41,197.66,3947.01,
,,51.36,14.01,227.4,3538.88,
,,53.02,16.82,186.03,3837.03,
,,47.14,13.14,202.94,3046.13,
,,36.37,14.02,222.88,4556,
,,32.6,13.81,223.94,3457.3,
,,58.06,13.99,190.13,4373.54,
,,55.3,14.4,230.81,4386.12,
,,46.81,19.91,199.29,5090.77,
,,52.58,15.59,188.31,5145.8,
,,53.92,20.01,193.1,2701.24,
,,34.89,19.78,200.45,2878.35,
,,45.31,14.31,195.17,4786.21,
,,57.56,16.83,194.67,3330.99,
,,58.63,21.03,208.88,2883.23,
,,53.3,17.46,172.89,4838.74,
,,42.17,13.95,203.54,4349.23,
,,35.42,16.41,197.05,4416.57,
,,46.03,13.46,201.23,5831.72,
,,50.91,16.6,172.06,2714.13,
,,35.55,13.56,203.73,4342.44,
,,48.78,16.75,195.82,6157.79,
,,58.57,18.68,227.82,6219.92,
,,47.68,16.45,224.9,4014.37,
,,59.51,20.6,213.12,3127.41,
,,36.47,15.23,204.65,3398.62,
,,35.13,20.35,176.52,3332.82,
,,56.46,17.1,200.4,4921.77,
,,50.61,18.66,212.14,4864.27,
,,45.63,15.15,181.48,5479.63,
,,46.75,18.05,184.12,5838.63,
,,45.89,17.75,176.75,4270.49,
,,53.89,20.95,222.77,4307.92,
,,50.48,18.46,174.8,3813.02,
,,49.23,15.62,222.38,3642.32,
,,42.3,16.3,197.53,3347.75,
,,35.15,16.38,227.62,2791.4,
,,34.31,20.74,220.73,6024.19,
,,49.25,20.31,190.88,5458.11,
,,55.42,20.17,201.35,3566.92,
,,53.48,17.79,213.06,3217.84,
,,57.45,14.43,173.67,4223.84,
,,56.22,13.8,199.64,5284.14,
,,50,18.68,192.05,3643,
,,38.4,17.33,208.04,2823.67,
,,49.94,16.71,172.62,5779.23,
,,44.9,14.2,182.23,5698.2,
,,42.11,17.16,217.36,4290.93,
,,34.29,15.18,229.34,3182.06,
,,35.45,19.71,186.39,4769.44,
